Algorithm,Topology,Graph Type,Degree,Run #,Time (s),Qubits,Maxchain Size,No Fail/Fail
Busclique,Zephyr,Complete,170,0,0.07782287100000007,2210,13,0
Busclique,Zephyr,Complete,275,0,0.08777050799999986,0,0,1
Busclique,Zephyr,Complete,175,0,0.066784905,2275,13,0
Busclique,Zephyr,Complete,225,0,0.07017140599999994,3600,16,0
Busclique,Zephyr,Complete,280,0,0.06765327099999996,0,0,1
Busclique,Zephyr,Complete,180,0,0.07067795199999982,2340,13,0
Busclique,Zephyr,Complete,230,0,0.0660504340000001,3680,16,0
Busclique,Zephyr,Complete,285,0,0.07163993499999988,0,0,1
Busclique,Zephyr,Complete,185,0,0.06937904300000008,2590,14,0
Busclique,Zephyr,Complete,235,0,0.06841657700000003,0,0,1
Busclique,Zephyr,Complete,190,0,0.06931862500000019,2660,14,0
Busclique,Zephyr,Complete,290,0,0.06673325100000005,0,0,1
Busclique,Zephyr,Complete,240,0,0.06460098399999992,0,0,1
Busclique,Zephyr,Complete,195,0,0.06868756100000017,2730,14,0
Busclique,Zephyr,Complete,295,0,0.06626778099999986,0,0,1
Busclique,Zephyr,Complete,245,0,0.0635596599999999,0,0,1
Busclique,Zephyr,Complete,200,0,0.06736846100000005,2800,14,0
Busclique,Zephyr,Complete,250,0,0.06431442799999987,0,0,1
Busclique,Zephyr,Complete,300,0,0.06664606399999995,0,0,1
Busclique,Zephyr,Complete,205,0,0.06682595700000005,3075,15,0
Busclique,Zephyr,Complete,255,0,0.06630053999999985,0,0,1
Busclique,Zephyr,Complete,305,0,0.06630268699999986,0,0,1
Busclique,Zephyr,Complete,210,0,0.06738057599999991,3150,15,0
Busclique,Zephyr,Complete,260,0,0.06517080700000011,0,0,1
Busclique,Zephyr,Complete,215,0,0.06709979299999991,3225,15,0
Busclique,Zephyr,Complete,310,0,0.06720989700000013,0,0,1
Busclique,Zephyr,Complete,265,0,0.06544401699999991,0,0,1
Busclique,Zephyr,Complete,330,0,0.06649737999999994,0,0,1
Busclique,Zephyr,Complete,315,0,0.06878305799999995,0,0,1
Busclique,Zephyr,Complete,270,0,0.06799589799999994,0,0,1
Busclique,Zephyr,Complete,335,0,0.06852471999999987,0,0,1
Busclique,Zephyr,Complete,320,0,0.06670075899999994,0,0,1
Busclique,Zephyr,Complete,385,0,0.06681445299999988,0,0,1
Busclique,Zephyr,Complete,325,0,0.06738022100000007,0,0,1
Busclique,Zephyr,Complete,340,0,0.07160589600000034,0,0,1
Busclique,Zephyr,Complete,390,0,0.06626953200000019,0,0,1
Busclique,Zephyr,Complete,345,0,0.06875727299999967,0,0,1
Busclique,Zephyr,Complete,440,0,0.06731793799999997,0,0,1
Busclique,Zephyr,Complete,395,0,0.06538174800000007,0,0,1
Busclique,Zephyr,Complete,350,0,0.07241773099999982,0,0,1
Busclique,Zephyr,Complete,445,0,0.06726313900000003,0,0,1
Busclique,Zephyr,Complete,400,0,0.06419234499999993,0,0,1
Busclique,Zephyr,Complete,355,0,0.0692303080000003,0,0,1
Busclique,Zephyr,Complete,450,0,0.06663869600000005,0,0,1
Busclique,Zephyr,Complete,405,0,0.06595065,0,0,1
Busclique,Zephyr,Complete,360,0,0.06817361100000019,0,0,1
Busclique,Zephyr,Complete,455,0,0.06617802699999986,0,0,1
Busclique,Zephyr,Complete,410,0,0.06636814400000013,0,0,1
Busclique,Zephyr,Complete,365,0,0.06999375900000038,0,0,1
Busclique,Zephyr,Complete,415,0,0.06471836100000017,0,0,1
Busclique,Zephyr,Complete,370,0,0.07000102800000008,0,0,1
Busclique,Zephyr,Complete,460,0,0.06599527699999985,0,0,1
Busclique,Zephyr,Complete,375,0,0.07494057700000001,0,0,1
Busclique,Zephyr,Complete,420,0,0.06554926899999991,0,0,1
Busclique,Zephyr,Complete,465,0,0.06556689299999974,0,0,1
Busclique,Zephyr,Complete,380,0,0.07042922400000018,0,0,1
Busclique,Zephyr,Complete,425,0,0.06902979399999998,0,0,1
Busclique,Zephyr,Complete,470,0,0.06647074100000028,0,0,1
Busclique,Zephyr,Complete,430,0,0.06606721199999965,0,0,1
Busclique,Zephyr,Complete,495,0,0.06801611800000007,0,0,1
Busclique,Zephyr,Complete,475,0,0.06887900800000013,0,0,1
Busclique,Zephyr,Complete,435,0,0.06431219399999977,0,0,1
Busclique,Zephyr,Complete,500,0,0.06819721299999992,0,0,1
Busclique,Zephyr,Complete,480,0,0.06913344600000038,0,0,1
Busclique,Zephyr,Complete,550,0,0.06608062100000023,0,0,1
Busclique,Zephyr,Complete,505,0,0.06922100600000025,0,0,1
Busclique,Zephyr,Complete,485,0,0.06646588700000011,0,0,1
Busclique,Zephyr,Complete,555,0,0.06449821100000008,0,0,1
Busclique,Zephyr,Complete,510,0,0.07250785100000012,0,0,1
Busclique,Zephyr,Complete,490,0,0.06876532100000032,0,0,1
Busclique,Zephyr,Complete,560,0,0.06713509999999978,0,0,1
Busclique,Zephyr,Complete,515,0,0.06905484200000034,0,0,1
Busclique,Zephyr,Complete,520,0,0.06867163600000037,0,0,1
Busclique,Zephyr,Complete,565,0,0.07099058599999974,0,0,1
Busclique,Zephyr,Complete,525,0,0.07274080999999999,0,0,1
Busclique,Zephyr,Complete,570,0,0.06456305300000054,0,0,1
Busclique,Zephyr,Complete,530,0,0.07135820800000037,0,0,1
Busclique,Zephyr,Complete,575,0,0.06663559400000008,0,0,1
Busclique,Zephyr,Complete,535,0,0.07342636299999938,0,0,1
Busclique,Zephyr,Complete,580,0,0.06483660700000016,0,0,1
Busclique,Zephyr,Complete,540,0,0.07399851200000018,0,0,1
Busclique,Zephyr,Complete,585,0,0.06656794600000016,0,0,1
Busclique,Zephyr,Complete,545,0,0.06916007400000002,0,0,1
Busclique,Zephyr,Complete,590,0,0.0657852029999999,0,0,1
Busclique,Zephyr,Complete,595,0,0.06523951399999994,0,0,1
Busclique,Zephyr,Complete,600,0,0.0673736629999997,0,0,1
Busclique,Zephyr,Complete,0,1,0.23016856700000002,0,0,1
Busclique,Zephyr,Complete,55,1,0.089452116,275,5,0
Busclique,Zephyr,Complete,110,1,0.08260736999999999,990,9,0
Busclique,Zephyr,Complete,5,1,0.08061943700000002,10,2,0
Busclique,Zephyr,Complete,60,1,0.07691470499999997,360,6,0
Busclique,Zephyr,Complete,115,1,0.07586855199999998,1035,9,0
Busclique,Zephyr,Complete,10,1,0.07640330999999995,30,3,0
Busclique,Zephyr,Complete,65,1,0.08172077500000002,390,6,0
Busclique,Zephyr,Complete,120,1,0.07304751699999995,1080,9,0
Busclique,Zephyr,Complete,15,1,0.07970406100000005,45,3,0
Busclique,Zephyr,Complete,70,1,0.07707449299999997,420,6,0
Busclique,Zephyr,Complete,125,1,0.07383188400000001,1250,10,0
Busclique,Zephyr,Complete,20,1,0.07843365300000005,60,3,0
Busclique,Zephyr,Complete,75,1,0.080452103,525,7,0
Busclique,Zephyr,Complete,130,1,0.072211164,1300,10,0
Busclique,Zephyr,Complete,25,1,0.08035447200000001,100,4,0
Busclique,Zephyr,Complete,80,1,0.076210946,560,7,0
Busclique,Zephyr,Complete,135,1,0.07181610699999996,1350,10,0
Busclique,Zephyr,Complete,30,1,0.074522686,120,4,0
Busclique,Zephyr,Complete,85,1,0.072483831,595,7,0
Busclique,Zephyr,Complete,140,1,0.07222229000000002,1540,11,0
Busclique,Zephyr,Complete,35,1,0.07178398900000005,140,4,0
Busclique,Zephyr,Complete,90,1,0.07173153399999999,720,8,0
Busclique,Zephyr,Complete,40,1,0.072557859,160,4,0
Busclique,Zephyr,Complete,145,1,0.07052086499999999,1595,11,0
Busclique,Zephyr,Complete,95,1,0.07088018299999999,760,8,0
Busclique,Zephyr,Complete,45,1,0.07257065600000001,225,5,0
Busclique,Zephyr,Complete,150,1,0.073369197,1650,11,0
Busclique,Zephyr,Complete,100,1,0.06952545700000001,800,8,0
Busclique,Zephyr,Complete,50,1,0.07154583000000003,250,5,0
Busclique,Zephyr,Complete,155,1,0.07219955599999994,1860,12,0
Busclique,Zephyr,Complete,105,1,0.07130530899999998,945,9,0
Busclique,Zephyr,Complete,165,1,0.07658125399999993,1980,12,0
Busclique,Zephyr,Complete,160,1,0.07339917299999987,1920,12,0
Busclique,Zephyr,Complete,220,1,0.07190690099999997,3520,16,0
Busclique,Zephyr,Complete,170,1,0.06896955999999999,2210,13,0
Busclique,Zephyr,Complete,225,1,0.06713460900000001,3600,16,0
Busclique,Zephyr,Complete,275,1,0.07024475399999996,0,0,1
Busclique,Zephyr,Complete,175,1,0.07063174599999988,2275,13,0
Busclique,Zephyr,Complete,230,1,0.06769069999999999,3680,16,0
Busclique,Zephyr,Complete,280,1,0.07058894900000001,0,0,1
Busclique,Zephyr,Complete,180,1,0.07301076000000006,2340,13,0
Busclique,Zephyr,Complete,235,1,0.06905837300000006,0,0,1
Busclique,Zephyr,Complete,185,1,0.07026299000000003,2590,14,0
Busclique,Zephyr,Complete,285,1,0.07085069500000007,0,0,1
Busclique,Zephyr,Complete,240,1,0.06902216300000008,0,0,1
Busclique,Zephyr,Complete,190,1,0.07092965799999984,2660,14,0
Busclique,Zephyr,Complete,290,1,0.07344512200000008,0,0,1
Busclique,Zephyr,Complete,245,1,0.06897530299999999,0,0,1
Busclique,Zephyr,Complete,195,1,0.06935293600000003,2730,14,0
Busclique,Zephyr,Complete,295,1,0.08179907100000006,0,0,1
Busclique,Zephyr,Complete,250,1,0.06787357299999996,0,0,1
Busclique,Zephyr,Complete,200,1,0.08360462200000018,2800,14,0
Busclique,Zephyr,Complete,255,1,0.06949599600000012,0,0,1
Busclique,Zephyr,Complete,300,1,0.08157418700000019,0,0,1
Busclique,Zephyr,Complete,205,1,0.08619130800000008,3075,15,0
Busclique,Zephyr,Complete,260,1,0.06707511000000022,0,0,1
Busclique,Zephyr,Complete,305,1,0.07531183199999991,0,0,1
Busclique,Zephyr,Complete,210,1,0.07395158299999993,3150,15,0
Busclique,Zephyr,Complete,265,1,0.06752421099999983,0,0,1
Busclique,Zephyr,Complete,215,1,0.07262218200000015,3225,15,0
Busclique,Zephyr,Complete,310,1,0.07502136300000006,0,0,1
Busclique,Zephyr,Complete,270,1,0.07030978999999982,0,0,1
Busclique,Zephyr,Complete,330,1,0.0722557880000001,0,0,1
Busclique,Zephyr,Complete,315,1,0.081926108,0,0,1
Busclique,Zephyr,Complete,385,1,0.07238385199999975,0,0,1
Busclique,Zephyr,Complete,335,1,0.07583971599999995,0,0,1
Busclique,Zephyr,Complete,320,1,0.0803416570000004,0,0,1
Busclique,Zephyr,Complete,390,1,0.06940477100000031,0,0,1
Busclique,Zephyr,Complete,340,1,0.07453216400000029,0,0,1
Busclique,Zephyr,Complete,325,1,0.07718427599999966,0,0,1
Busclique,Zephyr,Complete,395,1,0.0708807939999998,0,0,1
Busclique,Zephyr,Complete,345,1,0.07143315800000005,0,0,1
Busclique,Zephyr,Complete,440,1,0.07432342800000002,0,0,1
Busclique,Zephyr,Complete,400,1,0.07232911600000014,0,0,1
Busclique,Zephyr,Complete,350,1,0.07602690799999978,0,0,1
Busclique,Zephyr,Complete,445,1,0.07925511599999968,0,0,1
Busclique,Zephyr,Complete,355,1,0.070163317,0,0,1
Busclique,Zephyr,Complete,405,1,0.07063287400000018,0,0,1
Busclique,Zephyr,Complete,360,1,0.0715192899999999,0,0,1
Busclique,Zephyr,Complete,450,1,0.07085415699999986,0,0,1
Busclique,Zephyr,Complete,410,1,0.0772176219999996,0,0,1
Busclique,Zephyr,Complete,365,1,0.07153245200000002,0,0,1
Busclique,Zephyr,Complete,455,1,0.08314331000000008,0,0,1
Busclique,Zephyr,Complete,415,1,0.07921858100000012,0,0,1
Busclique,Zephyr,Complete,370,1,0.08687400200000006,0,0,1
Busclique,Zephyr,Complete,420,1,0.0740674440000002,0,0,1
Busclique,Zephyr,Complete,460,1,0.08097137200000004,0,0,1
Busclique,Zephyr,Complete,375,1,0.08357625600000018,0,0,1
Busclique,Zephyr,Complete,425,1,0.06684945200000003,0,0,1
Busclique,Zephyr,Complete,465,1,0.07188297300000013,0,0,1
Busclique,Zephyr,Complete,380,1,0.07568560300000016,0,0,1
Busclique,Zephyr,Complete,430,1,0.06886142399999962,0,0,1
Busclique,Zephyr,Complete,470,1,0.07256850299999984,0,0,1
Busclique,Zephyr,Complete,495,1,0.07269782299999994,0,0,1
Busclique,Zephyr,Complete,435,1,0.07404586700000015,0,0,1
Busclique,Zephyr,Complete,475,1,0.07069828400000011,0,0,1
Busclique,Zephyr,Complete,500,1,0.0745392840000001,0,0,1
Busclique,Zephyr,Complete,550,1,0.06724345099999995,0,0,1
Busclique,Zephyr,Complete,480,1,0.07237383200000025,0,0,1
Busclique,Zephyr,Complete,505,1,0.07258005300000026,0,0,1
Busclique,Zephyr,Complete,555,1,0.0669287380000001,0,0,1
Busclique,Zephyr,Complete,485,1,0.07122995099999985,0,0,1
Busclique,Zephyr,Complete,510,1,0.0747900459999995,0,0,1
Busclique,Zephyr,Complete,490,1,0.07205751099999969,0,0,1
Busclique,Zephyr,Complete,560,1,0.07062272599999986,0,0,1
Busclique,Zephyr,Complete,515,1,0.07322086100000025,0,0,1
Busclique,Zephyr,Complete,565,1,0.06764994299999927,0,0,1
Busclique,Zephyr,Complete,520,1,0.07616117199999994,0,0,1
Busclique,Zephyr,Complete,570,1,0.06764231400000043,0,0,1
Busclique,Zephyr,Complete,525,1,0.07249852500000031,0,0,1
Busclique,Zephyr,Complete,575,1,0.0679777769999994,0,0,1
Busclique,Zephyr,Complete,530,1,0.07246226400000033,0,0,1
Busclique,Zephyr,Complete,580,1,0.06767494400000018,0,0,1
Busclique,Zephyr,Complete,535,1,0.0727399179999999,0,0,1
Busclique,Zephyr,Complete,585,1,0.06621906400000022,0,0,1
Busclique,Zephyr,Complete,540,1,0.07828732900000013,0,0,1
Busclique,Zephyr,Complete,590,1,0.06771653900000008,0,0,1
Busclique,Zephyr,Complete,545,1,0.07288854000000011,0,0,1
Busclique,Zephyr,Complete,595,1,0.06600722800000014,0,0,1
Busclique,Zephyr,Complete,600,1,0.06699559300000058,0,0,1
