Algorithm,Topology,Graph Type,Degree,# of Runs,Avg Time (s),Avg Qubits,Avg Maxchain Size,Avg Fail/No Fail
Minorminer,Pegasus,Complete,23,4,0.31841955,19.45152,1.03968,0
Minorminer,Pegasus,Complete,24,4,0.2482061,20.59296,1.208,0
Minorminer,Pegasus,Complete,25,4,0.404285666,22.20448,1.20128,0
Minorminer,Pegasus,Complete,26,4,0.458533398,23.47168,1.24992,0
Minorminer,Pegasus,Complete,27,4,0.513595238,25.32864,1.2496,0
Minorminer,Pegasus,Complete,28,4,0.743858945,25.78976,1.0496,0
Minorminer,Pegasus,Complete,29,4,0.510235349,29.80928,1.4496,0
Minorminer,Pegasus,Complete,30,4,1.081841895,30.07488,1.2976,0
Minorminer,Pegasus,Complete,31,4,1.362946186,32.25376,1.2992,0
Minorminer,Pegasus,Complete,32,4,0.705222582,37.84032,1.6592,0
Minorminer,Pegasus,Complete,33,4,0.74075819,35.99488,1.49952,0
Minorminer,Pegasus,Complete,34,4,1.156408877,37.79936,1.54912,0
Minorminer,Pegasus,Complete,35,4,1.808783522,41.46816,1.54112,0
Minorminer,Pegasus,Complete,36,4,1.863968095,41.9584,1.54752,0
Minorminer,Pegasus,Complete,37,4,2.572724102,47.36128,1.78784,0
Minorminer,Pegasus,Complete,38,4,2.368236691,50.28896,1.95744,0
Minorminer,Pegasus,Complete,39,4,1.428339112,50.99904,1.79552,0
Minorminer,Pegasus,Complete,40,4,5.176849234,52.78336,1.75712,0
Minorminer,Pegasus,Complete,41,4,2.685393042,59.0912,1.98944,0
Minorminer,Pegasus,Complete,42,4,2.75466373,58.26432,1.99904,0
Minorminer,Pegasus,Complete,43,4,2.953002493,59.75232,1.79936,0
Minorminer,Pegasus,Complete,44,4,7.172203862,62.5104,1.80544,0
Minorminer,Pegasus,Complete,45,4,1.583301376,67.184,2.27296,0
Minorminer,Pegasus,Complete,46,4,3.210242989,70.61216,2.19904,0
Minorminer,Pegasus,Complete,47,4,3.416619526,72.97216,1.99936,0
Minorminer,Pegasus,Complete,48,4,2.470983054,74.1488,2.19904,0
Minorminer,Pegasus,Complete,49,4,3.146032206,74.5792,2.08928,0
Minorminer,Pegasus,Complete,50,4,3.797096774,78.01472,2.06496,0
Minorminer,Pegasus,Complete,51,4,3.034340084,82.368,2.24096,0
Minorminer,Pegasus,Complete,52,4,9.327427824,89.96704,2.48928,0
Minorminer,Pegasus,Complete,53,4,6.735231178,89.56832,2.25088,0
Minorminer,Pegasus,Complete,54,4,4.549268976,95.71616,2.4656,0
Minorminer,Pegasus,Complete,55,4,8.708785337,108.54144,2.69888,0
Minorminer,Pegasus,Complete,56,4,7.589311224,102.26784,2.50688,0
Minorminer,Pegasus,Complete,57,4,4.815054612,104.90592,2.55552,0
Minorminer,Pegasus,Complete,58,4,3.757467049,109.4432,2.6928,0
Minorminer,Pegasus,Complete,59,4,10.97416901,112.72224,2.73952,0
Minorminer,Pegasus,Complete,60,4,6.49546361,124.3616,2.90048,0
Layout Aware [Migration],Pegasus,Complete,0,4,0,0,0,1
Layout Aware [Migration],Pegasus,Complete,1,4,0,0,0,0
Layout Aware [Migration],Pegasus,Complete,2,4,0,0,0,0
Layout Aware [Migration],Pegasus,Complete,3,4,0.019720018,0.74976,0.24992,0
Layout Aware [Migration],Pegasus,Complete,4,4,0.020944429,0.99968,0.24992,0
Layout Aware [Migration],Pegasus,Complete,5,4,0.026653625,1.49952,0.49984,0
Layout Aware [Migration],Pegasus,Complete,6,4,0.026305782,1.99936,0.49984,0
Layout Aware [Migration],Pegasus,Complete,7,4,0.034690076,2.4992,0.49984,0
Layout Aware [Migration],Pegasus,Complete,8,4,0.032561864,2.99904,0.49984,0
Layout Aware [Migration],Pegasus,Complete,9,4,0.036207737,3.50048,0.50144,0
Layout Aware [Migration],Pegasus,Complete,10,4,0.053012951,4.61472,0.70784,0
Layout Aware [Migration],Pegasus,Complete,11,4,0.064234517,5.16864,0.74976,0
Layout Aware [Migration],Pegasus,Complete,12,4,0.078108388,6.1088,0.74976,0
Layout Aware [Migration],Pegasus,Complete,13,4,0.08385988,7.45152,0.74944,0
Layout Aware [Migration],Pegasus,Complete,14,4,0.095253652,7.9136,0.74976,0
Layout Aware [Migration],Pegasus,Complete,15,4,0.140068774,8.7968,0.74976,0
Layout Aware [Migration],Pegasus,Complete,16,4,0.155517808,10.34048,0.74976,0
Layout Aware [Migration],Pegasus,Complete,17,4,0.13831134,10.74496,0.74976,0
Layout Aware [Migration],Pegasus,Complete,18,4,0.205658563,11.53792,0.74976,0
Layout Aware [Migration],Pegasus,Complete,19,4,0.218851698,12.272,0.75776,0
Layout Aware [Migration],Pegasus,Complete,20,4,0.334663609,13.4096,0.75136,0
Layout Aware [Migration],Pegasus,Complete,21,4,0.474432473,15.71488,0.99968,0
Layout Aware [Migration],Pegasus,Complete,22,4,0.824087735,16.7552,0.99968,0
Layout Aware [Migration],Pegasus,Complete,23,4,0.485834181,17.76224,1.04,0
Layout Aware [Migration],Pegasus,Complete,24,4,0.672102607,19.88736,1.00128,0
Layout Aware [Migration],Pegasus,Complete,25,4,0.552492912,21.47552,1.048,0
Layout Aware [Migration],Pegasus,Complete,26,4,0.712582529,24.2656,1.2096,0
Layout Aware [Migration],Pegasus,Complete,27,4,0.816212221,25.32896,1.2496,0
Layout Aware [Migration],Pegasus,Complete,28,4,0.98365671,26.72832,1.24992,0
Layout Aware [Migration],Pegasus,Complete,29,4,0.981987463,28.28832,1.2512,0
Layout Aware [Migration],Pegasus,Complete,30,4,1.456465016,29.91488,1.2592,0
Layout Aware [Migration],Pegasus,Complete,31,4,2.379614523,31.8112,1.45152,0
Layout Aware [Migration],Pegasus,Complete,32,4,2.057241809,34.09184,1.49952,0
Layout Aware [Migration],Pegasus,Complete,33,4,2.641967478,36.88032,1.54112,0
Layout Aware [Migration],Pegasus,Complete,34,4,3.092840741,39.14528,1.54784,0
Layout Aware [Migration],Pegasus,Complete,35,4,2.329387156,44.50656,1.70144,0
Layout Aware [Migration],Pegasus,Complete,36,4,2.665673058,45.05376,1.70944,0
Layout Aware [Migration],Pegasus,Complete,37,4,3.340503262,46.78816,1.74944,0
Layout Aware [Migration],Pegasus,Complete,38,4,4.078838768,51.59488,1.74944,0
Layout Aware [Migration],Pegasus,Complete,39,4,3.995031853,51.36576,1.78944,0
Layout Aware [Migration],Pegasus,Complete,40,4,3.066971085,55.4704,1.79104,0
Layout Aware [Migration],Pegasus,Complete,41,4,4.346198154,58.61888,1.95776,0
Layout Aware [Migration],Pegasus,Complete,42,4,3.499906104,63.0464,2.00736,0
Layout Aware [Migration],Pegasus,Complete,43,4,7.479976577,63.54432,1.95936,0
Layout Aware [Migration],Pegasus,Complete,44,4,5.302891908,67.63968,2.00896,0
Layout Aware [Migration],Pegasus,Complete,45,4,5.840261472,74.52,2.40896,0
Layout Aware [Migration],Pegasus,Complete,46,4,3.987525833,70.4912,2.20288,0
Layout Aware [Migration],Pegasus,Complete,47,4,5.785172969,77.44896,2.28928,0
Layout Aware [Migration],Pegasus,Complete,48,4,3.605378862,84.0272,2.44896,0
Layout Aware [Migration],Pegasus,Complete,49,4,4.563255023,84.77728,2.48992,0
Layout Aware [Migration],Pegasus,Complete,50,4,8.535014564,83.05632,2.26752,0
Layout Aware [Migration],Pegasus,Complete,51,4,6.340715704,90.77376,2.33728,0
Layout Aware [Migration],Pegasus,Complete,52,4,6.203136836,90.04736,2.2912,0
Layout Aware [Migration],Pegasus,Complete,53,4,6.826208885,97.26528,2.4928,0
Layout Aware [Migration],Pegasus,Complete,54,4,8.632604368,98.05344,2.50752,0
Layout Aware [Migration],Pegasus,Complete,55,4,13.93386398,99.72864,2.55552,0
Layout Aware [Migration],Pegasus,Complete,56,4,11.95584563,107.11616,2.50784,0
Layout Aware [Migration],Pegasus,Complete,57,4,7.053257295,117.30272,2.97984,0
Layout Aware [Migration],Pegasus,Complete,58,4,13.37445975,111.62912,2.75232,0
Layout Aware [Migration],Pegasus,Complete,59,4,8.819987164,120.1328,3.03712,0
Layout Aware [Migration],Pegasus,Complete,60,4,9.819602033,129.8224,3.00192,0
Layout Aware [No Migration],Pegasus,Complete,0,4,0,0,0,1
Layout Aware [No Migration],Pegasus,Complete,1,4,0,0,0,0
Layout Aware [No Migration],Pegasus,Complete,2,4,0,0,0,0
Layout Aware [No Migration],Pegasus,Complete,3,4,0.015203928,0.74976,0.24992,0
Layout Aware [No Migration],Pegasus,Complete,4,4,0.016342265,0.99968,0.24992,0
Layout Aware [No Migration],Pegasus,Complete,5,4,0.020077894,1.49952,0.49984,0
Layout Aware [No Migration],Pegasus,Complete,6,4,0.024145204,1.99936,0.49984,0
Layout Aware [No Migration],Pegasus,Complete,7,4,0.03408911,2.4992,0.49984,0
Layout Aware [No Migration],Pegasus,Complete,8,4,0.028906513,2.99904,0.49984,0
Layout Aware [No Migration],Pegasus,Complete,9,4,0.03351002,3.50048,0.50144,0
Layout Aware [No Migration],Pegasus,Complete,10,4,0.043081041,4.41536,0.50784,0
Layout Aware [No Migration],Pegasus,Complete,11,4,0.057700204,5.23872,0.74816,0
Layout Aware [No Migration],Pegasus,Complete,12,4,0.052244695,5.79744,0.74016,0
Layout Aware [No Migration],Pegasus,Complete,13,4,0.090488282,6.75808,0.74976,0
Layout Aware [No Migration],Pegasus,Complete,14,4,0.097192843,8.14464,0.74976,0
Layout Aware [No Migration],Pegasus,Complete,15,4,0.11883091,8.80352,0.74976,0
Layout Aware [No Migration],Pegasus,Complete,16,4,0.123254007,9.91808,0.74976,0
Layout Aware [No Migration],Pegasus,Complete,17,4,0.164078028,10.69856,0.74976,0
Layout Aware [No Migration],Pegasus,Complete,18,4,0.163433106,11.50624,0.74976,0
Layout Aware [No Migration],Pegasus,Complete,19,4,0.228097781,12.45408,0.74976,0
Layout Aware [No Migration],Pegasus,Complete,20,4,0.386942269,14.49344,0.95776,0
Layout Aware [No Migration],Pegasus,Complete,21,4,0.390041938,15.11776,0.95168,0
Layout Aware [No Migration],Pegasus,Complete,22,4,0.657447201,16.54912,0.99968,0
Layout Aware [No Migration],Pegasus,Complete,23,4,0.53028106,19.70528,1.19968,0
Layout Aware [No Migration],Pegasus,Complete,24,4,0.584137827,20.376,1.03968,0
Layout Aware [No Migration],Pegasus,Complete,25,4,0.509375377,21.58176,1.2096,0
Layout Aware [No Migration],Pegasus,Complete,26,4,0.999982015,23.52,1.2416,0
Layout Aware [No Migration],Pegasus,Complete,27,4,1.355284078,24.71712,1.2496,0
Layout Aware [No Migration],Pegasus,Complete,28,4,0.813451268,26.03456,1.2576,0
Layout Aware [No Migration],Pegasus,Complete,29,4,1.14942474,29.15808,1.44992,0
Layout Aware [No Migration],Pegasus,Complete,30,4,1.335458746,31.84608,1.4512,0
Layout Aware [No Migration],Pegasus,Complete,31,4,0.99268878,35.3648,1.65952,0
Layout Aware [No Migration],Pegasus,Complete,32,4,2.432122452,34.752,1.45952,0
Layout Aware [No Migration],Pegasus,Complete,33,4,1.852219814,38.71648,1.69952,0
Layout Aware [No Migration],Pegasus,Complete,34,4,2.805897917,40.05824,1.50784,0
Layout Aware [No Migration],Pegasus,Complete,35,4,2.312332553,41.92,1.50784,0
Layout Aware [No Migration],Pegasus,Complete,36,4,2.279476861,41.9616,1.70944,0
Layout Aware [No Migration],Pegasus,Complete,37,4,3.558377955,48.5328,1.74784,0
Layout Aware [No Migration],Pegasus,Complete,38,4,3.043234783,51.424,1.95264,0
Layout Aware [No Migration],Pegasus,Complete,39,4,2.505733326,51.68928,1.95744,0
Layout Aware [No Migration],Pegasus,Complete,40,4,3.620725647,53.53568,1.75744,0
Layout Aware [No Migration],Pegasus,Complete,41,4,2.587927983,56.80672,1.79776,0
Layout Aware [No Migration],Pegasus,Complete,42,4,5.557358908,58.73536,1.83936,0
Layout Aware [No Migration],Pegasus,Complete,43,4,3.965857267,62.57856,2.00576,0
Layout Aware [No Migration],Pegasus,Complete,44,4,3.800722635,66.04896,2.20736,0
Layout Aware [No Migration],Pegasus,Complete,45,4,4.613518576,66.26816,2.00928,0
Layout Aware [No Migration],Pegasus,Complete,46,4,5.554663414,67.72384,2.04128,0
Layout Aware [No Migration],Pegasus,Complete,47,4,6.419163068,73.9456,2.24928,0
Layout Aware [No Migration],Pegasus,Complete,48,4,6.895957129,78.32416,2.2496,0
Layout Aware [No Migration],Pegasus,Complete,49,4,7.872001111,80.8432,2.29088,0
Layout Aware [No Migration],Pegasus,Complete,50,4,5.449910236,87.62848,2.49184,0
Layout Aware [No Migration],Pegasus,Complete,51,4,9.010430114,86.27744,2.26528,0
Layout Aware [No Migration],Pegasus,Complete,52,4,10.09389203,94.64288,2.70112,0
Layout Aware [No Migration],Pegasus,Complete,53,4,8.826475069,93.37728,2.2928,0
Layout Aware [No Migration],Pegasus,Complete,54,4,9.449520447,97.5664,2.5152,0
Layout Aware [No Migration],Pegasus,Complete,55,4,8.638894395,106.71456,2.98304,0
Layout Aware [No Migration],Pegasus,Complete,56,4,6.234825108,109.92064,2.7568,0
Layout Aware [No Migration],Pegasus,Complete,57,4,11.50402746,111.10752,2.7952,0
Layout Aware [No Migration],Pegasus,Complete,58,4,9.796687409,118.05088,2.94752,0
Layout Aware [No Migration],Pegasus,Complete,59,4,8.607963812,123.13792,2.80672,0
Layout Aware [No Migration],Pegasus,Complete,60,4,19.17365612,119.848,2.64224,0
Minorminer,Zephyr,Complete,0,4,0,0,0,1
Minorminer,Zephyr,Complete,1,4,0,0,0,0
Minorminer,Zephyr,Complete,2,4,0,0,0,0
Minorminer,Zephyr,Complete,3,4,0.03571007,0.99609375,0.33203125,0
Minorminer,Zephyr,Complete,4,4,0.023654141,1.328125,0.33203125,0
Minorminer,Zephyr,Complete,5,4,0.0267695,2.0078125,0.6640625,0
Minorminer,Zephyr,Complete,6,4,0.030320531,2.65625,0.6640625,0
Minorminer,Zephyr,Complete,7,4,0.031434754,3.3203125,0.6640625,0
Minorminer,Zephyr,Complete,8,4,0.041305203,3.984375,0.6640625,0
Minorminer,Zephyr,Complete,9,4,0.048902762,4.71484375,0.6640625,0
Minorminer,Zephyr,Complete,10,4,0.059722555,5.66015625,0.6640625,0
Minorminer,Zephyr,Complete,11,4,0.063312113,6.640625,0.6640625,0
Minorminer,Zephyr,Complete,12,4,0.06122273,7.3046875,0.6640625,0
Minorminer,Zephyr,Complete,13,4,0.076542789,7.96875,0.6640625,0
Minorminer,Zephyr,Complete,14,4,0.101875168,8.6328125,0.6640625,0
Minorminer,Zephyr,Complete,15,4,0.123255969,9.62890625,0.99609375,0
Minorminer,Zephyr,Complete,16,4,0.178933715,10.62890625,0.99609375,0
Minorminer,Zephyr,Complete,17,4,0.203043539,11.96875,0.99609375,0
Minorminer,Zephyr,Complete,18,4,0.221454391,13.05078125,0.99609375,0
Minorminer,Zephyr,Complete,19,4,0.328104,14.52734375,0.99609375,0
Minorminer,Zephyr,Complete,20,4,0.255489461,16.26953125,0.99609375,0
Minorminer,Zephyr,Complete,21,4,0.352975469,17.625,0.99609375,0
Minorminer,Zephyr,Complete,22,4,0.363240109,18.84765625,0.99609375,0
Minorminer,Zephyr,Complete,23,4,0.383222137,19.7265625,0.99609375,0
Minorminer,Zephyr,Complete,24,4,0.474615711,21.8828125,1.01171875,0
Minorminer,Zephyr,Complete,25,4,0.594643871,25.6015625,1.24609375,0
Minorminer,Zephyr,Complete,26,4,0.713510676,23.6484375,0.99609375,0
Minorminer,Zephyr,Complete,27,4,0.7982915,26.54296875,1.328125,0
Minorminer,Zephyr,Complete,28,4,1.260483637,28.2265625,1.32421875,0
Minorminer,Zephyr,Complete,29,4,1.301112105,28.66796875,1.328125,0
Minorminer,Zephyr,Complete,30,4,1.333408004,32.08984375,1.33203125,0
Minorminer,Zephyr,Complete,31,4,1.795014141,33.6328125,1.390625,0
Minorminer,Zephyr,Complete,32,4,1.515609344,35.703125,1.40625,0
Minorminer,Zephyr,Complete,33,4,2.146742293,40.26953125,1.640625,0
Minorminer,Zephyr,Complete,34,4,1.539919656,40.8046875,1.66015625,0
Minorminer,Zephyr,Complete,35,4,1.616387758,43.69140625,1.66015625,0
Minorminer,Zephyr,Complete,36,4,1.388207406,47.31640625,1.91015625,0
Minorminer,Zephyr,Complete,37,4,2.669116008,45.65625,1.67578125,0
Minorminer,Zephyr,Complete,38,4,2.117854031,50.52734375,1.6640625,0
Minorminer,Zephyr,Complete,39,4,4.30816409,50.58984375,1.7421875,0
Minorminer,Zephyr,Complete,40,4,2.559222273,58.390625,1.9921875,0
Minorminer,Zephyr,Complete,41,4,4.43831548,56.80078125,2.0078125,0
Minorminer,Zephyr,Complete,42,4,3.74594691,61.05078125,1.9921875,0
Minorminer,Zephyr,Complete,43,4,3.720597582,64.671875,2.05859375,0
Minorminer,Zephyr,Complete,44,4,3.204869422,68.62890625,2.0546875,0
Minorminer,Zephyr,Complete,45,4,5.13479932,71.11328125,2.01171875,0
Minorminer,Zephyr,Complete,46,4,4.183302543,75.875,2.26171875,0
Minorminer,Zephyr,Complete,47,4,7.846174961,76.73046875,2.07421875,0
Minorminer,Zephyr,Complete,48,4,7.717728023,78.55078125,2.26171875,0
Minorminer,Zephyr,Complete,49,4,5.628398031,88.35546875,2.58984375,0
Minorminer,Zephyr,Complete,50,4,8.276684461,85.3984375,2.375,0
Minorminer,Zephyr,Complete,51,4,8.66395482,97.62109375,2.59375,0
Minorminer,Zephyr,Complete,52,4,6.635368645,96.06640625,2.63671875,0
Minorminer,Zephyr,Complete,53,4,10.71694463,97.48828125,2.58984375,0
Minorminer,Zephyr,Complete,54,4,10.47770149,95.65625,2.40625,0
Minorminer,Zephyr,Complete,55,4,5.882634148,113.7226563,3.171875,0
Minorminer,Zephyr,Complete,56,4,5.364775773,119.9023438,3.234375,0
Minorminer,Zephyr,Complete,57,4,9.818140719,113.8125,3.05078125,0
Minorminer,Zephyr,Complete,58,4,14.02439505,120.8476563,2.96875,0
Minorminer,Zephyr,Complete,59,4,21.24240225,116.046875,2.75390625,0
Minorminer,Zephyr,Complete,60,4,15.08977838,131.109375,3.0546875,0
Layout Aware [Migration],Zephyr,Complete,0,4,0,0,0,1
Layout Aware [Migration],Zephyr,Complete,1,4,0,0,0,0
Layout Aware [Migration],Zephyr,Complete,2,4,0,0,0,0
Layout Aware [Migration],Zephyr,Complete,3,4,0.071178352,0.99609375,0.33203125,0
Layout Aware [Migration],Zephyr,Complete,4,4,0.049966266,1.328125,0.33203125,0
Layout Aware [Migration],Zephyr,Complete,5,4,0.052169609,1.9921875,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,6,4,0.060479285,2.65625,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,7,4,0.063556539,3.3203125,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,8,4,0.067910211,3.98828125,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,9,4,0.081309672,4.73046875,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,10,4,0.095203039,5.890625,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,11,4,0.102027102,6.640625,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,12,4,0.118384102,7.3046875,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,13,4,0.155324617,7.96875,0.6640625,0
Layout Aware [Migration],Zephyr,Complete,14,4,0.177867652,8.6953125,0.7265625,0
Layout Aware [Migration],Zephyr,Complete,15,4,0.217526332,9.69140625,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,16,4,0.249298824,10.640625,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,17,4,0.245166883,12.203125,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,18,4,0.377300391,13.1015625,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,19,4,0.426201434,15.0859375,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,20,4,0.37716107,16.58203125,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,21,4,0.469911094,17.53515625,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,22,4,0.578307023,18.703125,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,23,4,0.694043203,19.90234375,0.99609375,0
Layout Aware [Migration],Zephyr,Complete,24,4,0.743504555,20.93359375,1.05859375,0
Layout Aware [Migration],Zephyr,Complete,25,4,0.965999121,22.24609375,1.0625,0
Layout Aware [Migration],Zephyr,Complete,26,4,0.949989121,25.58984375,1.26171875,0
Layout Aware [Migration],Zephyr,Complete,27,4,0.988328449,25.5625,1.32421875,0
Layout Aware [Migration],Zephyr,Complete,28,4,1.165285941,28.2421875,1.328125,0
Layout Aware [Migration],Zephyr,Complete,29,4,1.236687957,29.87890625,1.390625,0
Layout Aware [Migration],Zephyr,Complete,30,4,1.184810027,30.5703125,1.33203125,0
Layout Aware [Migration],Zephyr,Complete,31,4,1.383814871,33.609375,1.578125,0
Layout Aware [Migration],Zephyr,Complete,32,4,1.931376492,35.1875,1.390625,0
Layout Aware [Migration],Zephyr,Complete,33,4,1.459272965,36.55078125,1.39453125,0
Layout Aware [Migration],Zephyr,Complete,34,4,2.106079105,41.9140625,1.66015625,0
Layout Aware [Migration],Zephyr,Complete,35,4,2.101413477,44.91796875,1.91015625,0
Layout Aware [Migration],Zephyr,Complete,36,4,3.284860422,44.33984375,1.66015625,0
Layout Aware [Migration],Zephyr,Complete,37,4,3.918434883,46.20703125,1.66015625,0
Layout Aware [Migration],Zephyr,Complete,38,4,3.748098676,51.08984375,1.9921875,0
Layout Aware [Migration],Zephyr,Complete,39,4,3.968520387,53.1015625,1.73828125,0
Layout Aware [Migration],Zephyr,Complete,40,4,4.049522793,55.05078125,1.9921875,0
Layout Aware [Migration],Zephyr,Complete,41,4,3.963690855,57.98046875,2.0078125,0
Layout Aware [Migration],Zephyr,Complete,42,4,3.77699852,65.515625,2.3203125,0
Layout Aware [Migration],Zephyr,Complete,43,4,3.500912727,67.08203125,2.2578125,0
Layout Aware [Migration],Zephyr,Complete,44,4,4.712104711,73.30078125,2.3203125,0
Layout Aware [Migration],Zephyr,Complete,45,4,7.29803657,74.00390625,2.32421875,0
Layout Aware [Migration],Zephyr,Complete,46,4,5.508076816,78.13671875,2.32421875,0
Layout Aware [Migration],Zephyr,Complete,47,4,10.79956691,77.82421875,2.32421875,0
Layout Aware [Migration],Zephyr,Complete,48,4,5.459744172,90.92578125,2.83984375,0
Layout Aware [Migration],Zephyr,Complete,49,4,6.402842891,84.9296875,2.58984375,0
Layout Aware [Migration],Zephyr,Complete,50,4,6.910349664,88.9375,2.65625,0
Layout Aware [Migration],Zephyr,Complete,51,4,6.861472398,97.69921875,2.59375,0
Layout Aware [Migration],Zephyr,Complete,52,4,7.932736414,98.3046875,2.90234375,0
Layout Aware [Migration],Zephyr,Complete,53,4,10.74030352,96.34375,2.65625,0
Layout Aware [Migration],Zephyr,Complete,54,4,6.321616379,106.2539063,2.77734375,0
Layout Aware [Migration],Zephyr,Complete,55,4,10.68212239,103.6367188,2.734375,0
Layout Aware [Migration],Zephyr,Complete,56,4,16.08418601,112.9023438,2.92578125,0
Layout Aware [Migration],Zephyr,Complete,57,4,12.07470219,114.203125,3,0
Layout Aware [Migration],Zephyr,Complete,58,4,10.00425898,125.4414063,3.05078125,0
Layout Aware [Migration],Zephyr,Complete,59,4,15.71752383,126.0546875,3.23828125,0
Layout Aware [Migration],Zephyr,Complete,60,4,11.36773863,132.5859375,3.3671875,0
Layout Aware [No Migration],Zephyr,Complete,0,4,0,0,0,1
Layout Aware [No Migration],Zephyr,Complete,1,4,0,0,0,0
Layout Aware [No Migration],Zephyr,Complete,2,4,0,0,0,0
Layout Aware [No Migration],Zephyr,Complete,3,4,0.046135043,0.99609375,0.33203125,0
Layout Aware [No Migration],Zephyr,Complete,4,4,0.046215262,1.328125,0.33203125,0
Layout Aware [No Migration],Zephyr,Complete,5,4,0.04630659,1.9921875,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,6,4,0.049294031,2.65625,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,7,4,0.062549328,3.3203125,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,8,4,0.101150762,3.984375,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,9,4,0.075709414,4.73046875,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,10,4,0.101777148,5.9609375,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,11,4,0.107931523,6.640625,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,12,4,0.105078723,7.3046875,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,13,4,0.124836281,7.96875,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,14,4,0.155970934,8.6328125,0.6640625,0
Layout Aware [No Migration],Zephyr,Complete,15,4,0.166412426,9.62890625,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,16,4,0.231320914,10.625,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,17,4,0.277237102,12.015625,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,18,4,0.404302316,12.953125,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,19,4,0.432606996,14.3515625,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,20,4,0.360437062,16.51953125,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,21,4,0.450360891,17.59375,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,22,4,0.477197324,18.59375,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,23,4,0.676539238,19.58984375,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,24,4,0.63122893,20.671875,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,25,4,0.681869188,22.3515625,0.99609375,0
Layout Aware [No Migration],Zephyr,Complete,26,4,1.384385277,23.54296875,1,0
Layout Aware [No Migration],Zephyr,Complete,27,4,0.964102035,25.16796875,1,0
Layout Aware [No Migration],Zephyr,Complete,28,4,0.992384848,28.2265625,1.328125,0
Layout Aware [No Migration],Zephyr,Complete,29,4,1.14869298,29.8125,1.328125,0
Layout Aware [No Migration],Zephyr,Complete,30,4,1.912691086,31.5625,1.390625,0
Layout Aware [No Migration],Zephyr,Complete,31,4,2.566868238,32.61328125,1.328125,0
Layout Aware [No Migration],Zephyr,Complete,32,4,2.34669373,34.6484375,1.34765625,0
Layout Aware [No Migration],Zephyr,Complete,33,4,1.752369434,40.53125,1.66015625,0
Layout Aware [No Migration],Zephyr,Complete,34,4,2.689174387,41.41796875,1.66015625,0
Layout Aware [No Migration],Zephyr,Complete,35,4,2.965956695,42.546875,1.66015625,0
Layout Aware [No Migration],Zephyr,Complete,36,4,2.408215234,46.6015625,1.9765625,0
Layout Aware [No Migration],Zephyr,Complete,37,4,2.894254023,48.43359375,1.72265625,0
Layout Aware [No Migration],Zephyr,Complete,38,4,5.170639664,47.93359375,1.66796875,0
Layout Aware [No Migration],Zephyr,Complete,39,4,2.99458218,55.43359375,1.9765625,0
Layout Aware [No Migration],Zephyr,Complete,40,4,4.271344012,56.16796875,1.73828125,0
Layout Aware [No Migration],Zephyr,Complete,41,4,2.829118328,56.6015625,2.0703125,0
Layout Aware [No Migration],Zephyr,Complete,42,4,5.053706125,64.79296875,2.05859375,0
Layout Aware [No Migration],Zephyr,Complete,43,4,5.280754102,67.36328125,2.24609375,0
Layout Aware [No Migration],Zephyr,Complete,44,4,5.716544059,67.58984375,2.0546875,0
Layout Aware [No Migration],Zephyr,Complete,45,4,8.240232789,72.65625,2.26171875,0
Layout Aware [No Migration],Zephyr,Complete,46,4,6.698771441,75.0859375,2.32421875,0
Layout Aware [No Migration],Zephyr,Complete,47,4,11.13654586,74.609375,2.05859375,0
Layout Aware [No Migration],Zephyr,Complete,48,4,5.126096672,86.03125,2.59375,0
